gbifID,countryCode,locality,stateProvince,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision
1913497188,BR,Bacia Tocantins-Araguaia,Pará,-4844456.0,-49404489.0,,
1913497187,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497186,BR,Bacia Tocantins-Araguaia,Pará,-2983392.0,-49649481.0,,
1913497185,BR,Bacia Tocantins-Araguaia,Pará,-3335619.0,-49648042.0,,
1913497184,BR,Bacia Tocantins-Araguaia,Pará,-4896958.0,-49409244.0,,
1913497183,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497182,BR,Bacia Tocantins-Araguaia,Pará,-2734381.0,-49683808.0,,
1913497181,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497180,BR,Bacia Tocantins-Araguaia,Pará,-5128361.0,-49317953.0,,
1913497179,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497178,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497177,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497176,BR,Bacia Tocantins-Araguaia,Pará,-5173983.0,-49314589.0,,
1913497175,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497174,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497173,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497172,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497171,BR,Bacia Tocantins-Araguaia,Pará,-2775358.0,-49681561.0,,
1913497170,BR,Bacia Tocantins-Araguaia,Pará,-5255681.0,-49262533.0,,
1913497169,BR,Bacia Tocantins-Araguaia,Pará,-3553858.0,-49610331.0,,
1913497168,BR,Bacia Tocantins-Araguaia,Pará,-5337433.0,-49206506.0,,
1913497167,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497166,BR,Bacia Tocantins-Araguaia,Pará,-4896958.0,-49409244.0,,
1913497165,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497164,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497163,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497162,BR,Bacia Tocantins-Araguaia,Pará,-5337433.0,-49206506.0,,
1913497161,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497160,BR,Bacia Tocantins-Araguaia,Pará,-3106706.0,-49658372.0,,
1913497159,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497158,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497157,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497156,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497155,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497154,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497153,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497152,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497151,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497150,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497149,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497148,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497147,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497146,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497145,BR,Bacia Tocantins-Araguaia,Pará,-3649508.0,-49661075.0,,
1913497144,BR,Bacia Tocantins-Araguaia,Pará,-5327128.0,-49117889.0,,
1913497143,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497142,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497141,BR,Bacia Tocantins-Araguaia,Pará,-26816.0,-49673692.0,,
1913497140,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497139,BR,Bacia Tocantins-Araguaia,Pará,-5327128.0,-49117889.0,,
1913497138,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497137,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497136,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497135,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497134,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497133,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497132,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497131,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497130,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497129,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497128,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497127,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497126,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497125,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497124,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497123,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497122,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497121,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497120,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497119,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497118,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497117,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497116,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497115,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497114,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497113,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497112,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497111,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497110,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497109,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497108,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497107,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497106,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497105,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497104,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497103,BR,Bacia Tocantins-Araguaia,Pará,-5351544.0,-491535.0,,
1913497102,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497101,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497100,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497099,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497098,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497097,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497096,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497095,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497094,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497093,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497092,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497091,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497090,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497089,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497088,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497087,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497086,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497085,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497084,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497083,BR,Rio Tapajós,Pará,,,,
1913497082,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497081,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497080,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497079,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497078,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497077,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497076,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497075,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497074,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497073,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497072,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497071,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497070,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497069,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497068,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497067,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497066,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497065,BR,Rio Tapajós,Pará,,,,
1913497064,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497063,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497062,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497061,BR,Rio Tapajós,Pará,,,,
1913497060,BR,Rio Tapajós,Pará,,,,
1913497059,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1913497058,BR,Rio Tapajós,Pará,,,,
1913497057,BR,Mocambo,Pará,-1440694.0,-4841125.0,,
1438492829,BR,Chapada dos Guimarães,Mato Grosso,,,,
1438492828,BR,Serra dos Carajás,Pará,,,,
1438492827,BR,Serra dos Carajás,Pará,,,,
1438492826,BR,Serra dos Carajás,Pará,,,,
1438492825,BR,2km sul de Jacundá,Pará,-4755556.0,-49188333.0,,
1438492824,BR,Chapada dos Guimarães,Mato Grosso,,,,
1438492823,BR,Serra dos Carajás,Pará,,,,
1438492822,BR,Serra dos Carajás,Pará,,,,
1438492821,BR,São Pedro,Maranhão,-2851111.0,-44147778.0,,
1438492820,BR,inderterminado,Pará,,,,
1438492819,BR,"Canoal, 35 km sul de Tucuruí",Pará,,,,
1438492818,BR,Chapada dos Guimarães,Mato Grosso,,,,
1438492817,BR,Rio Tocantins,Pará,,,,
1438492816,BR,Ilha de Livramento,Maranhão,-2425861.0,-44422417.0,,
1438492815,BR,2km sul de Jacundá,Pará,-4755556.0,-49188333.0,,
1438492814,BR,Ilha de Livramento,Maranhão,-242375.0,-44425444.0,,
1438492813,BR,inderterminado,Pará,,,,
1438492812,BR,Tucuruí,Pará,-3766944.0,-49667222.0,,
